"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","4","0","4","5","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","6","0","1","23","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","16","0","9","74","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","7","0","5","20","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","16","0","1","108","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","9","0","4","31","Compiling ControlRigXRayMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","0","1","42","Compiling SplineEditorMeshMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","0","5","9","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","28","0","3","145","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","0","1","14","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","0","1","48","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody.M_Gideon_Upperbody","0","74","74","5","3257","Compiling M_Gideon_Upperbody: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithClothing}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody.M_Gideon_Upperbody","0","74","74","5","2031","Compiling M_Gideon_Upperbody: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithClothing}, StaticSwitch'Emissive2-1'=False, StaticSwitch'Gem2-1'=False"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_OuterRing_Particle.M_Gideon_OuterRing_Particle","0","80","80","1","4429","Compiling M_Gideon_OuterRing_Particle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithMorphTargets}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_OuterRing_Particle.M_Gideon_OuterRing_Particle","0","80","80","4","3157","Compiling M_Gideon_OuterRing_Particle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithMorphTargets}, StaticSwitch'UseDissolveParam2-1'=True, StaticSwitch'UseLights2-1'=False"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","145","0","1","6235","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","0","1","19","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","0","1","13","Compiling M_SimpleSkyDome: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","4","0","4","7","Compiling UnlitMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/ThirdPersonBP/Blueprints/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","0","28","0","3","138","Compiling Beta_HighLimbsGeoSG3: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/ParagonGideon/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","93","93","8","4921","Compiling M_HairSheet_Master2: Platform=PCD3D_SM5, Usage=LightingModel=Unknown, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithClothing}, StaticSwitch'BlendColorsWithParameter2-1'=False, StaticSwitch'C: Use 2nd UV Channel For Color Mask_12-1'=True, StaticSwitch'C: Use 2nd UV Channel For Color Mask_22-1'=True, StaticSwitch'Detail Mask Blend2-1'=True, StaticSwitch'Eyebrow2-1'=False, StaticSwitch'HideHair2-1'=False, StaticSwitch'isDyed2-1'=False, StaticSwitch'isEmissive2-1'=False, StaticSwitch'isHideable2-1'=False, StaticSwitch'isMultiColorShift2-1'=False, StaticSwitch'SubtractTipFromDepth2-1'=False, StaticSwitch'Use2ndChannelUVForAO2-1'=True, StaticSwitch'Use2ndChannelUVForBaseColorTextures2-1'=False, StaticSwitch'Use2ndChannelUVForDiffuseTexture2-1'=False, StaticSwitch'Use3rdChannelUVForAO2-1'=False, StaticSwitch'UseDiffuseBaseColor2-1'=False, StaticSwitch'UseDyeEmissiveGlow2-1'=False, StaticSwitch'useFacingAO2-1'=True, StaticSwitch'useFlowMapTexture2-1'=False, StaticSwitch'UseHairWind2-1'=False, StaticSwitch'UseLowQualityScatter2-1'=True, StaticSwitch'UseMaskForSpecular2-1'=False, StaticSwitch'useMaterialAO2-1'=False, StaticSwitch'Uses Hair Flames2-1'=False, StaticSwitch'UseSecondUVChannel_Dye2-1'=False, StaticSwitch'UsesVertexColors2-1'=False, StaticSwitch'UV2ColorBlend2-1'=False, StaticSwitch'Variation2-1'=False"
"/Game/ParagonGideon/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","93","93","8","4921","Compiling M_HairSheet_Master2: Platform=PCD3D_SM5, Usage=LightingModel=Unknown, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithClothing}"
"/Game/ParagonGideon/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","93","93","4","3107","Compiling M_HairSheet_Master2: Platform=PCD3D_SM5, Usage=LightingModel=Unknown, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithClothing}, StaticSwitch'BlendColorsWithParameter2-1'=False, StaticSwitch'C: Use 2nd UV Channel For Color Mask_12-1'=True, StaticSwitch'C: Use 2nd UV Channel For Color Mask_22-1'=True, StaticSwitch'Detail Mask Blend2-1'=True, StaticSwitch'Eyebrow2-1'=False, StaticSwitch'HideHair2-1'=True, StaticSwitch'isDyed2-1'=False, StaticSwitch'isEmissive2-1'=False, StaticSwitch'isHideable2-1'=False, StaticSwitch'isMultiColorShift2-1'=False, StaticSwitch'SubtractTipFromDepth2-1'=False, StaticSwitch'Use2ndChannelUVForAO2-1'=True, StaticSwitch'Use2ndChannelUVForBaseColorTextures2-1'=False, StaticSwitch'Use2ndChannelUVForDiffuseTexture2-1'=False, StaticSwitch'Use3rdChannelUVForAO2-1'=False, StaticSwitch'UseDiffuseBaseColor2-1'=False, StaticSwitch'UseDyeEmissiveGlow2-1'=False, StaticSwitch'useFacingAO2-1'=True, StaticSwitch'useFlowMapTexture2-1'=False, StaticSwitch'UseHairWind2-1'=False, StaticSwitch'UseLowQualityScatter2-1'=True, StaticSwitch'UseMaskForSpecular2-1'=False, StaticSwitch'useMaterialAO2-1'=False, StaticSwitch'Uses Hair Flames2-1'=False, StaticSwitch'UseSecondUVChannel_Dye2-1'=False, StaticSwitch'UsesVertexColors2-1'=False, StaticSwitch'UV2ColorBlend2-1'=False, StaticSwitch'Variation2-1'=False"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","0","4","351","Compiling FlattenMaterial_WS_Normal_VT: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=0, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Game/ParagonGideon/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","87","87","2","2535","Compiling M_EyeRefractive: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Eye, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithClothing}"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","0","5","408","Compiling FlattenMaterial_VT: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Ring_Glow.M_Gideon_Ring_Glow","0","18","18","4","185","Compiling M_Gideon_Ring_Glow: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets}"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","0","5","323","Compiling FlattenMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithNanite}"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","0","4","25","Compiling EmissiveMeshMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","0","2","213","Compiling M_InvalidLightmapSettings: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithInstancedStaticMeshes}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody_Skin.M_Gideon_Upperbody_Skin","0","74","74","8","1859","Compiling M_Gideon_Upperbody_Skin: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SubsurfaceProfile, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithClothing}"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","0","2","26","Compiling PhAT_JointLimitMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","32","0","9","262","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","12","0","5","35","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","14","0","1","103","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/ControlRig/M_Manip.M_Manip","0","9","0","3","31","Compiling M_Manip: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","0","6","8","Compiling M_VolumeRenderSphereTracePP: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","0","4","6","Compiling TransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","0","6","10","Compiling WorldPartitionSpatialHashGridPreviewMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","0","1","49","Compiling DefaultPostProcessMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","0","1","784","Compiling m_SimpleVolumetricCloud: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Head.M_Gideon_Head","0","50","50","9","1643","Compiling M_Gideon_Head: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SubsurfaceProfile, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Skins/Mephisto/Materials/M_Gideon_Upperbody_Skin_Mephisto.M_Gideon_Upperbody_Skin_Mephisto","0","74","74","9","1558","Compiling M_Gideon_Upperbody_Skin_Mephisto: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SubsurfaceProfile, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithClothing}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","0","6","1205","Compiling DefaultDeferredDecalMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Game/ParagonGideon/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","63","63","7","899","Compiling M_Mouth_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SubsurfaceProfile, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Skins/Mephisto/Materials/M_Gideon_Upperbody_Mephisto.M_Gideon_Upperbody_Mephisto","0","74","148","2","2672","Compiling M_Gideon_Upperbody_Mephisto: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithClothing}"
"/Game/ParagonGideon/Characters/Heroes/Gideon/Skins/Mephisto/Materials/M_Gideon_Upperbody_Mephisto.M_Gideon_Upperbody_Mephisto","0","74","148","5","3862","Compiling M_Gideon_Upperbody_Mephisto: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithClothing}, StaticSwitch'Emissive2-1'=False, StaticSwitch'Gem2-1'=False"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","0","5","1934","Compiling DefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Game/ParagonGideon/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","99","99","2","3715","Compiling M_TearLine: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithMorphTargets,bUsedWithClothing}"
